Recency,Frequency,Monetary
24,12,720.0000000000001
172,51,1032.5
43,7,108.0
140,4,46.760000000000005
23,28,531.8600000000001
72,13,219.35000000000002
134,1,1.0
366,1,39.599999999999994
38,6,97.35
2,44,758.4599999999998
95,1,102.0
17,7,12.120000000000001
43,4,70.58000000000001
58,2,0.7699999999999996
73,3,61.7
277,4,79.0
7,4,50.160000000000004
3,226,667.8399999999996
58,21,614.9000000000001
